ID,Aboutus,Aboutus_Duration,Item_page,Item_page_Duration,Checkout_page,Checkout_page_Duration,Bounce_Rates,Exit_Rates,Page_Values,Remarkable_Day,Month,Operating_Systems,Browser,Province,TrafficType,VisitorType,Weekend,Income
5055,0,0,0,0,9,388,0.066666667,0.088888889,0,0,Mar,iOS,2,2,1,Returning_Visitor,no,0
5056,0,0,7,146.25,42,1030.266667,0,0.008695652,0,0,Mar,Android,2,1,2,New_Visitor,no,0
5057,0,0,0,0,4,96.33333333,0.083333333,0.0875,0,0,Dec,Windows,1,2,3,Returning_Visitor,no,0
5058,0,0,1,51,66,1859.5,0.005128205,0.00974359,0,0.4,May,Android,2,2,2,Returning_Visitor,no,0
5059,0,0,1,29,20,451.9333333,0.014285714,0.020634921,0,0.4,May,iOS,2,1,2,Returning_Visitor,no,0
5060,0,0,0,0,19,900.9166667,0.027777778,0.024814815,0,0.6,May,Windows,1,8,1,Returning_Visitor,no,0
5061,0,0,3,51,14,527.375,0.015555556,0.033862434,0,0,Mar,CentOS,1,6,1,Returning_Visitor,1,0
5062,0,0,1,4,36,440.6,0.011111111,0.041898148,0,1,May,iOS,2,3,1,Returning_Visitor,1,0
5063,4,388.6666667,9,848.1428571,33,595.0095238,0,0.004651163,0,0,Mar,Android,2,1,10,New_Visitor,no,0
5064,0,0,0,0,16,819.1666667,0,0.0125,24.73875,0,May,Android,2,5,2,New_Visitor,no,1
5065,0,0,2,61,5,97,0,0.04,0,0,Mar,Android,2,1,1,Returning_Visitor,no,0
5066,0,0,0,0,5,87,0.04,0.06,0,0.6,May,Android,2,3,6,Returning_Visitor,no,0
5067,0,0,1,139.5,100,1831.149084,0,0.000505051,0,0,Dec,Android,2,3,2,New_Visitor,no,0
5068,0,0,3,60,34,783.6363636,0,0.000505051,0,0,Dec,Android,2,1,1,Returning_Visitor,1,0
5069,0,0,0,0,4,14.2,0.1,0.15,0,0,Oct,Windows,1,1,1,Returning_Visitor,1,0
5070,0,0,4,68.4,14,337.5333333,0,0.023529412,0,0,Aug,Android,2,7,2,New_Visitor,no,0
5071,0,0,2,102,13,177.5,0,0.026666667,0,0,May,Android,2,4,3,New_Visitor,1,0
5072,4,8,0,0,66,1514.83631,0.022887324,0.044913928,0,0,Dec,Android,2,6,2,Returning_Visitor,no,0
5073,0,0,3,31.33333333,33,1077.869048,0.0015625,0.01953125,0,0,Mar,iOS,2,6,2,Returning_Visitor,no,0
5074,0,0,3,18,2,8,0,0.05,0,0,Dec,macOS,13,9,20,Other,no,0
5075,0,0,0,0,5,112,0,0.02,0,0,Mar,iOS,2,1,2,Returning_Visitor,1,0
5076,0,0,0,0,2,31.2,0,0.1,0,0,Aug,iOS,2,1,3,Returning_Visitor,no,0
5077,0,0,0,0,3,159.5,0,0.066666667,0,0,Nov,Android,4,1,3,Returning_Visitor,no,0
5078,0,0,10,579.1333333,22,539.8357143,0,0.004761905,25.5330039,0,Oct,Android,2,3,2,New_Visitor,no,0
5079,0,0,1,18,24,1332.25,0,0.008695652,0,0,Dec,Android,2,1,2,New_Visitor,no,0
5080,6,141.75,2,80,47,3573.472222,0.003773585,0.012006861,34.85660705,0,Dec,Android,2,3,1,Returning_Visitor,no,0
5081,0,0,3,86.6,41,1678.4,0.031060606,0.046893939,0,0,June,Android,2,1,1,Returning_Visitor,no,0
5082,0,0,0,0,4,47.5,0.05,0.075,0,0,May,iOS,2,6,3,Returning_Visitor,no,0
5083,0,0,0,0,27,406,0.064285714,0.079166667,0,0.6,May,iOS,2,1,3,Returning_Visitor,no,0
5084,3,63.5,1,11.16666667,28,2245.333333,0.002580645,0.028494624,36.2003121,0,Nov,Ubuntu,2,1,11,Returning_Visitor,no,1
5085,0,0,0,0,8,29.16666667,0,0.1,0,0,Dec,Android,2,3,2,Returning_Visitor,no,0
5086,0,0,0,0,2,18,0,0.1,0,0,Nov,Android,2,2,6,Returning_Visitor,1,0
5087,0,0,0,0,6,1057,0,0.033333333,0,0,Mar,Android,4,4,1,Returning_Visitor,no,0
5088,0,0,3,78,3,29,0.033333333,0.066666667,0,0,Mar,Android,2,7,2,New_Visitor,1,0
5089,4,116,19,402.1857143,64,3179.354257,0.002531646,0.016289934,4.642,0,Mar,Android,2,2,2,Returning_Visitor,no,1
5090,2,66.13333333,3,57.5,95,2772.278333,0.024722222,0.030104167,0,0,Oct,iOS,2,1,1,Returning_Visitor,no,0
5091,0,0,0,0,6,143.5,0,0.016666667,0,0,Dec,Windows,1,8,10,Returning_Visitor,no,0
5092,0,0,0,0,5,46.75,0,0.04,0,0,Dec,Windows,1,3,3,Returning_Visitor,no,0
5093,1,46.5,3,97.75,12,257.4166667,0.006666667,0.027111111,0,0,Nov,iOS,2,6,3,Returning_Visitor,no,0
5094,0,0,2,116,16,1098,0.017647059,0.03627451,0,0,May,iOS,2,2,18,Returning_Visitor,no,0
5095,0,0,1,25.7,6,143.3,0,0.028571429,38.27331194,0,Jul,Android,5,1,4,New_Visitor,no,1
5096,2,182.2,7,169.35,29,1612.983333,0.005882353,0.013697479,0,0,Nov,Android,2,8,2,Returning_Visitor,no,0
5097,0,0,0,0,17,477.7166667,0,0,0,0,Sep,Android,2,6,2,New_Visitor,1,0
5098,0,0,0,0,16,1500.033333,0.00625,0.01467803,0,0,Nov,iOS,2,4,6,Returning_Visitor,no,0
5099,2,55.5,3,159,23,1100.125,0,0.011111111,0,0.4,May,iOS,2,4,14,Returning_Visitor,no,0
5100,0,0,0,0,62,1136.60303,0,0.003517665,0,0,Mar,Windows,1,1,3,Returning_Visitor,1,0
5101,0,0,7,199.8333333,27,669.9333333,0,0,0,0,Aug,Android,5,1,2,New_Visitor,1,0
5102,0,0,0,0,4,137,0,0.075,0,0,May,Ubuntu,1,3,3,Returning_Visitor,1,0
5103,0,0,0,0,12,207,0,0.036666667,0,0,Mar,Android,2,3,2,Returning_Visitor,no,0
5104,2,146.6666667,8,1592.916667,14,1722.583333,0,0.031578947,0,0,Nov,Ubuntu,1,3,8,New_Visitor,no,1
5105,2,10,2,14,17,713.3333333,0,0.011111111,0,0,May,Windows,1,1,5,New_Visitor,no,0
5106,0,0,0,0,21,360.0833333,0,0.00952381,0,0,May,Windows,1,6,15,Returning_Visitor,no,0
5107,0,0,0,0,2,40,0,0.1,0,0,May,iOS,2,3,4,Returning_Visitor,no,0
5108,0,0,3,65.92857143,17,557.6869048,0,0.009803922,25.27760515,0,Dec,Android,2,2,2,Returning_Visitor,no,1
5109,3,869,8,167,34,771.5916667,0.009090909,0.030876623,0,0,Mar,Android,4,1,1,Returning_Visitor,no,0
5110,0,0,4,234.3,2,11.1,0,0.04,0,0,Oct,Windows,1,8,5,New_Visitor,1,0
5111,0,0,0,0,3,64,0,0.066666667,0,0,Mar,iOS,2,1,1,Returning_Visitor,1,0
5112,0,0,1,33,57,2816.55307,0,0.005858586,0,0,May,Android,2,2,1,Returning_Visitor,no,0
5113,0,0,5,62,125,1935.335516,0,0.008031496,0,0,Nov,Ubuntu,2,3,3,Returning_Visitor,no,0
5114,0,0,0,0,27,910,0.007407407,0.011111111,0,0,Nov,Ubuntu,2,1,3,New_Visitor,1,0
5115,4,66.5,7,235.75,37,729.7916667,0.004545455,0.018181818,60.42298474,0,Nov,Android,2,1,2,Returning_Visitor,no,1
5116,0,0,9,179.3785714,8,131.9785714,0,0.0025,0,0,Sep,Android,2,1,5,New_Visitor,no,0
5117,0,0,0,0,31,1383.166667,0.030107527,0.090322581,0,0.4,May,Android,4,3,6,Returning_Visitor,no,0
5118,0,0,0,0,8,471.4,0,0.075,0,0,June,Android,7,2,1,Returning_Visitor,no,0
5119,0,0,3,36.2,16,166.7062706,0,0.014705882,0,0,Aug,Android,2,6,5,New_Visitor,no,0
5120,0,0,12,81.22222222,181,4079.530461,0.01382199,0.023773007,0,1,May,iOS,2,2,13,Returning_Visitor,1,0
5121,0,0,13,662.3392857,81,4284.422619,0.002298851,0.022822804,2.647620068,0,Dec,Windows,1,6,2,Returning_Visitor,1,1
5122,0,0,0,0,43,1425.183333,0.004651163,0.006976744,0,0.8,May,Android,6,1,1,Returning_Visitor,no,0
5123,0,0,0,0,3,190,0,0.066666667,0,0,Mar,Android,7,4,3,Returning_Visitor,1,0
5124,0,0,0,0,66,1203.817143,0.0015625,0.004166667,0,0,Sep,Android,2,4,4,Returning_Visitor,1,0
5125,0,0,7,84.55,48,805.0992979,0,0.031196581,8.781144231,0,May,Android,2,1,2,Returning_Visitor,no,0
5126,0,0,1,4,33,947.4166667,0.012121212,0.045165945,0,0,Nov,Android,2,1,2,Returning_Visitor,1,0
5127,0,0,0,0,16,1533,0,0.00625,0,0,Mar,Android,2,7,1,Returning_Visitor,no,0
5128,0,0,1,12,29,919.8995238,0,0.017091837,7.36509031,0,Aug,Android,5,4,2,Returning_Visitor,no,1
5129,0,0,0,0,25,612.5833333,0.008333333,0.0125,0,0.8,May,iOS,2,1,13,Returning_Visitor,no,0
5130,6,204,6,661.7666667,8,254.25,0.025,0.042222222,0,0,Aug,iOS,2,4,2,Returning_Visitor,1,0
5131,0,0,0,0,6,1183.2,0.033333333,0.066666667,0,0,Oct,Android,6,2,1,Returning_Visitor,no,0
5132,0,0,1,24.5,27,1792.466667,0,0.01469428,0,0,Dec,Android,2,2,2,Returning_Visitor,no,0
5133,0,0,0,0,5,28,0.12,0.16,0,0.4,May,iOS,2,4,3,Returning_Visitor,no,0
5134,0,0,0,0,16,898.7583333,0.00625,0.014583333,0,0,Nov,Windows,1,1,1,Returning_Visitor,no,1
5135,0,0,4,64.5,17,145.5,0.0125,0.025,0,0,Nov,Android,2,4,8,Returning_Visitor,no,0
5136,0,0,0,0,73,2784.8,0.002739726,0.015317559,6.135982448,0,Nov,Android,2,5,2,Returning_Visitor,1,0
5137,1,201,2,9,33,1593.388889,0.011428571,0.031515152,0,0,Mar,Android,2,1,1,Returning_Visitor,1,0
5138,0,0,2,76.6,33,1932.716667,0,0.025196078,0,0,Aug,Android,2,4,13,Returning_Visitor,no,0
5139,0,0,0,0,5,125.75,0.066666667,0.14,0,0,Nov,iOS,2,1,10,Returning_Visitor,1,0
5140,0,0,1,68,20,870.6666667,0,0.020175439,0,0,May,Android,4,3,3,Returning_Visitor,no,0
5141,1,60,1,0,43,1131.808333,0.028787879,0.047348485,0,0,Mar,Windows,1,1,3,Returning_Visitor,no,0
5142,0,0,4,83.6,42,3333.076068,0.011627907,0.027506986,0,0,Aug,Windows,2,1,2,Returning_Visitor,no,0
5143,0,0,1,7,14,183.3333333,0,0.006666667,0,0,Mar,Android,2,3,10,Returning_Visitor,no,0
5144,0,0,0,0,16,230.5666667,0,0.023958333,0,0,Aug,Android,2,3,4,Returning_Visitor,no,0
5145,0,0,0,0,13,420,0,0.030769231,0,0,Dec,Android,5,6,2,New_Visitor,no,0
5146,0,0,0,0,35,2352.166667,0,0.006060606,0,0,Nov,Android,2,6,2,New_Visitor,no,0
5147,0,0,1,6,18,339.75,0,0.00625,0,0,Nov,Windows,1,5,2,Returning_Visitor,no,0
5148,0,0,1,20,30,1038.791667,0.006666667,0.026666667,0,0,Nov,iOS,2,1,2,Returning_Visitor,no,0
5149,6,316,2,82.6,34,1446.733333,0,0.002439024,0,0,Oct,Ubuntu,1,4,2,New_Visitor,1,0
5150,0,0,1,0,32,1493.958333,0,0.020967742,0,0,Nov,Android,2,2,1,Returning_Visitor,1,0
5151,0,0,3,100,27,730.7916667,0.016,0.027555556,0,0,Nov,iOS,2,3,11,Returning_Visitor,no,0
5152,0,0,0,0,21,849.8833333,0.012698413,0.032063492,0,0,Mar,Windows,1,1,1,Returning_Visitor,no,0
5153,5,229,5,241.6666667,38,1054.944444,0.010869565,0.014565217,8.224168543,0,Mar,Android,4,3,2,Returning_Visitor,1,0
5154,0,0,1,54,3,59,0,0.05,0,0,Mar,Android,2,9,8,Returning_Visitor,no,0
5155,0,0,0,0,2,1787.5,0.1,0.15,0,0,Nov,iOS,2,3,13,Returning_Visitor,no,0
5156,0,0,2,47.4,14,478.6,0.04375,0.079166667,0,0,Jul,Ubuntu,1,1,4,Returning_Visitor,1,0
5157,0,0,6,31,17,1494.25,0.020289855,0.031449275,0,0,Nov,Windows,1,3,7,Returning_Visitor,no,0
5158,2,8,6,179.75,64,1876.333333,0.007246377,0.014251208,16.68711526,0,Dec,Android,5,9,2,Returning_Visitor,no,0
5159,0,0,0,0,8,228,0.025,0.075,0,0,May,Android,2,3,3,Returning_Visitor,no,0
5160,0,0,4,99.33333333,15,715.875,0.010526316,0.052631579,0,0,Dec,Android,5,4,2,Returning_Visitor,no,0
5161,1,0,3,61.4,19,381.6,0.040909091,0.056818182,8.330574815,0,Aug,Windows,1,4,1,Returning_Visitor,no,1
5162,0,0,1,53,13,417,0,0.018181818,72.788,0.4,May,Windows,1,1,3,New_Visitor,no,1
5163,0,0,0,0,5,84,0.04,0.06,0,0,Mar,Android,2,2,1,Returning_Visitor,no,0
5164,0,0,2,114,11,427,0.014285714,0.042857143,39.42,0,May,Android,2,1,2,Returning_Visitor,no,0
5165,0,0,2,222.5,23,1183.9,0.04,0.058285714,0,0,Dec,Android,2,6,2,Returning_Visitor,no,0
5166,1,0,11,240.1,33,668.0333333,0,0.018119658,0,0,Aug,Android,4,7,2,New_Visitor,1,0
5167,2,23,9,509.8333333,27,1438.854167,0.020952381,0.043333333,0,0,Dec,Windows,1,3,2,Returning_Visitor,no,0
5168,0,0,0,0,2,0,0.2,0.2,0,0,Nov,iOS,2,1,13,Returning_Visitor,no,0
5169,0,0,0,0,79,3129.393438,0.018258179,0.044962458,0,0,May,iOS,2,3,3,Returning_Visitor,no,0
5170,0,0,2,95,24,360.5416667,0.011538462,0.017948718,0,0,Dec,Windows,1,1,1,Returning_Visitor,no,0
5171,2,310.5,9,141.75,9,123.5,0,0.017647059,0,0,Dec,Windows,1,1,2,Returning_Visitor,no,0
5172,0,0,0,0,3,54.4,0.066666667,0.133333333,0,0,Jul,iOS,2,4,3,Returning_Visitor,1,0
5173,0,0,0,0,9,171.5,0,0.022222222,0,0,Nov,Android,2,2,13,Returning_Visitor,no,0
5174,0,0,5,70.33333333,29,1049.313889,0.025595238,0.054241071,0,0,Nov,iOS,2,3,2,Returning_Visitor,1,0
5175,0,0,0,0,12,146.1333333,0.05,0.066666667,0,0,Jul,Android,2,1,1,Returning_Visitor,no,0
5176,0,0,0,0,8,260,0.008333333,0.025,0,0.8,Feb,iOS,2,1,3,Returning_Visitor,1,0
5177,0,0,1,61.4,27,779.6066667,0,0.007142857,0,0,Oct,Android,2,7,2,Returning_Visitor,no,0
5178,0,0,2,227.6,115,5284.816825,0,0.002849003,0,0,Oct,Android,2,4,4,Returning_Visitor,no,0
5179,2,8,3,159.1666667,69,2766.942172,0.002816901,0.028665325,5.931332852,0,Dec,Android,2,1,2,Returning_Visitor,no,0
5180,3,27.5,1,11,154,3395.729484,0.007660455,0.012253894,19.13415285,0.8,May,iOS,2,4,13,Returning_Visitor,no,0
5181,0,0,0,0,31,464.9333333,0.006451613,0.033870968,0,0,June,Android,2,3,3,Returning_Visitor,no,0
5182,0,0,0,0,6,112.7083333,0.04,0.023333333,0,0,Nov,iOS,2,6,11,New_Visitor,1,0
5183,0,0,2,34.4,18,379.6166667,0.035,0.059166667,0,0,Jul,Android,2,6,1,Returning_Visitor,no,0
5184,0,0,2,57.5,10,677.5,0.047619048,0.070138889,0,0,May,iOS,2,2,13,Returning_Visitor,no,0
5185,0,0,0,0,20,676.6,0.008421053,0.026315789,0,0,Sep,iOS,2,1,1,Returning_Visitor,no,0
5186,1,32.75,15,176.489011,95,3879.83176,0.001960784,0.017745098,0,0,Nov,iOS,2,3,10,Returning_Visitor,1,1
5187,1,103,13,249.3916667,71,2582.699717,0,0.013853727,6.733744751,0,Nov,Android,2,1,2,Returning_Visitor,no,0
5188,1,12.83333333,1,42.5,104,4054.755952,0.003883495,0.010097087,141.4590538,0,Nov,Android,2,1,2,Returning_Visitor,no,1
5189,0,0,3,143.625,63,2801.131746,0.003030303,0.012987013,9.078681618,0,Nov,iOS,2,1,2,Returning_Visitor,no,1
5190,0,0,0,0,4,28,0.05,0.075,0,0,Nov,Android,2,3,3,Returning_Visitor,no,0
5191,2,54,2,42,10,420,0,0.008333333,0,0,Mar,Android,2,8,1,Returning_Visitor,no,0
5192,0,0,0,0,7,855,0,0.028571429,0,0,May,Android,2,1,1,Returning_Visitor,no,0
5193,0,0,5,170.25,55,3057.045833,0.011666667,0.018737892,0,0,Nov,Android,2,4,2,Returning_Visitor,no,0
5194,0,0,7,98.17261905,47,1889.953409,0.014814815,0.028251029,0,0,Nov,Android,2,1,1,Returning_Visitor,no,0
5195,0,0,1,23,20,723.25,0.036363636,0.050606061,0,0.4,May,iOS,2,1,6,Returning_Visitor,no,0
5196,0,0,0,0,5,74,0,0.08,0,0.8,May,Android,2,1,13,Returning_Visitor,no,0
5197,0,0,5,346.25,3,1692.25,0,0.014285714,0,0,Dec,Android,2,9,2,New_Visitor,no,0
5198,0,0,0,0,11,194,0,0.018181818,0,0,Mar,Android,2,6,1,Returning_Visitor,no,0
5199,0,0,8,211.9642857,26,1382.66514,0.017283951,0.02287478,0,0.6,May,iOS,2,7,4,Returning_Visitor,no,0
5200,0,0,0,0,8,123,0.025,0.029166667,0,0,Nov,iOS,2,3,11,Returning_Visitor,1,0
5201,1,82,1,9,93,3148.173939,0.021875,0.039475088,3.323971324,0.4,May,iOS,2,8,13,Returning_Visitor,no,0
5202,0,0,1,15,12,189.6666667,0.015384615,0.028205128,0,0,May,iOS,2,6,1,Returning_Visitor,no,0
5203,0,0,5,75.66349206,4,35.92777778,0,0.056481481,0,0,Oct,Android,5,7,2,Returning_Visitor,no,0
5204,0,0,2,112.9,32,505.55,0,0.003225806,0,0,Oct,Android,2,6,2,New_Visitor,no,0
5205,0,0,0,0,21,1598.25,0.022222222,0.047301587,0,0,Nov,Ubuntu,1,4,1,Returning_Visitor,no,0
5206,0,0,0,0,2,0,0.2,0.2,0,0,Nov,Windows,1,1,1,Returning_Visitor,no,0
5207,0,0,4,35.5,2,9.5,0,0.022222222,0,0,Dec,Android,2,9,2,New_Visitor,no,0
5208,0,0,0,0,2,145.5,0,0.05,0,0,Nov,Windows,1,3,2,New_Visitor,no,0
5209,0,0,6,133.4666667,44,2664.445833,0.002040816,0.010884354,97.86083623,0,Nov,Android,2,1,3,Returning_Visitor,1,1
5210,0,0,3,48,41,506.7166667,0.004444444,0.013968254,10.48533333,0,May,Android,2,2,3,Returning_Visitor,no,0
5211,0,0,0,0,37,565.38,0.024324324,0.054954955,0,0,Jul,Android,2,1,1,Returning_Visitor,no,0
5212,0,0,2,6,38,876.4766667,0,0.014529915,6.328693274,0,Oct,iOS,2,1,1,Returning_Visitor,no,1
5213,0,0,0,0,4,117.5,0.05,0.05,0,0.6,May,Android,2,3,4,Returning_Visitor,no,0
5214,0,0,0,0,1,0,0.2,0.2,0,1,Feb,Windows,1,1,3,Returning_Visitor,1,0
5215,3,62,4,129.4166667,43,1770.625,0.004255319,0.015153664,0,0,Mar,Android,5,6,2,Returning_Visitor,no,0
5216,0,0,4,75.1,7,102.7,0,0.011111111,0,0,Sep,Android,4,6,2,Returning_Visitor,no,1
5217,0,0,3,74,44,844.9416667,0.004444444,0.015925926,0,0,Dec,Windows,2,1,10,Returning_Visitor,no,0
5218,0,0,5,172.0833333,21,486.1472222,0,0.0105,48.0136549,0,Nov,Android,2,4,1,Returning_Visitor,no,1
5219,0,0,0,0,3,15,0.066666667,0.133333333,0,0.4,May,Android,2,4,1,Returning_Visitor,no,0
5220,0,0,1,37.2,14,387.7666667,0.013333333,0.031111111,0,0,Oct,Windows,8,3,1,Returning_Visitor,no,0
5221,5,1037.15,11,631.4166667,501,21672.24425,0.003964723,0.014292461,9.131386805,0,Nov,Android,2,1,2,Returning_Visitor,no,1
5222,0,0,0,0,6,285.5,0,0.04,18.1695357,0,Nov,Windows,1,1,8,New_Visitor,no,1
5223,0,0,5,100,7,137.25,0.02,0.05,0,0,Dec,Windows,2,3,3,New_Visitor,no,0
5224,0,0,0,0,54,3371.05,0.003773585,0.022012579,0,0,Jul,Android,4,1,3,Returning_Visitor,no,0
5225,2,114.5,9,192.9204545,60,1394.236526,0,0.003030303,63.64653548,0,Dec,Android,2,7,2,Returning_Visitor,no,1
5226,0,0,0,0,32,893.45,0,0.011458333,0,0,Oct,Ubuntu,1,1,5,Returning_Visitor,no,0
5227,0,0,0,0,9,71.75,0,0.055555556,0,1,May,Android,4,2,3,Returning_Visitor,1,0
5228,0,0,2,43.5,26,971.6666667,0,0.009259259,15.1510483,0,Dec,Android,2,3,2,Returning_Visitor,no,1
5229,0,0,0,0,9,231.5,0.022222222,0.044444444,0,0,May,Android,2,8,3,Returning_Visitor,no,0
5230,1,33.2,4,54.2,64,1324.68,0,0.003864734,0,0,June,Android,2,1,4,New_Visitor,no,0
5231,0,0,4,86,34,4656.800366,0.006306306,0.038438438,5.185457275,0,May,Android,2,1,2,Returning_Visitor,no,0
5232,0,0,3,24,6,58,0,0.028571429,0,0,Mar,Android,2,8,2,Returning_Visitor,no,0
5233,0,0,0,0,8,190.1590909,0.05625,0.055357143,0,0,Dec,Windows,1,7,3,Returning_Visitor,no,0
5234,2,13,0,0,63,4833.925,0.006153846,0.015128205,0,0,May,Android,2,6,4,Returning_Visitor,no,0
5235,0,0,2,191.4,7,789.5333333,0.025,0.0375,0,0,Nov,iOS,3,3,5,Returning_Visitor,1,0
5236,1,812,10,80.06666667,113,3282.583983,0.007377049,0.016691039,45.55270796,0,Aug,Android,2,3,1,Returning_Visitor,no,0
5237,0,0,0,0,10,22.5,0.1,0.106666667,0,0.4,May,Android,5,1,4,Returning_Visitor,no,0
5238,1,99.8,3,41.2,2,10,0,0.033333333,0,0,Nov,Windows,2,4,2,Returning_Visitor,no,0
5239,2,16,8,171.75,49,1494.083333,0.001257862,0.028773585,0,0,Nov,Android,2,1,1,Returning_Visitor,no,0
5240,6,387.5,1,5.5,25,621.2,0,0.009333333,0,0,Jul,iOS,2,1,4,Returning_Visitor,1,0
5241,0,0,1,0,28,2195.580952,0,0.021428571,8.391281758,0,Oct,Windows,1,3,2,Returning_Visitor,no,1
5242,0,0,0,0,1,0,0.2,0.2,0,0,Dec,macOS,13,9,20,Other,no,0
5243,0,0,0,0,9,442,0,0.044444444,0,0.2,May,Android,2,7,2,Returning_Visitor,no,0
5244,5,1488,3,238.05,104,3275.87381,0.003030303,0.010822511,1.560184165,0,Nov,Windows,1,3,10,Returning_Visitor,no,1
5245,0,0,0,0,8,24,0.15,0.175,0,0.4,May,Android,2,1,3,Returning_Visitor,no,0
5246,0,0,5,152.1,27,1474.533333,0.014814815,0.030123457,27.89717093,0,Oct,iOS,3,6,1,Returning_Visitor,1,0
5247,0,0,0,0,10,122.1666667,0,0.02,0,0,Nov,Windows,1,1,5,New_Visitor,1,0
5248,0,0,0,0,3,80,0,0.033333333,0,0,Mar,iOS,2,1,10,Returning_Visitor,1,0
5249,0,0,2,161.2,7,555.4,0.044444444,0.055555556,21.09392209,0,Oct,iOS,2,2,1,Returning_Visitor,no,0
5250,0,0,3,49.75,20,547.4007937,0,0.011688312,15.06586317,0,Nov,iOS,2,5,2,Returning_Visitor,no,1
5251,0,0,0,0,22,662.6666667,0.011363636,0.042651515,0,0.4,May,Android,2,4,2,Returning_Visitor,no,0
5252,0,0,1,12,36,493.3033901,0,0.01660575,0,0,Oct,Android,2,5,2,Returning_Visitor,no,0
5253,0,0,0,0,1,0,0.2,0.2,0,0,Mar,iOS,2,1,1,Returning_Visitor,no,0
5254,0,0,0,0,1,0,0.2,0.2,0,0,Dec,Windows,1,1,3,Returning_Visitor,no,0
5255,0,0,5,46.8,33,743.2666667,0.005,0.021666667,0,0,Nov,Android,2,4,1,Returning_Visitor,1,0
5256,0,0,5,102.8666667,12,219.6,0,0.035294118,0,0,Oct,Android,2,6,20,Returning_Visitor,no,0
5257,0,0,3,22,15,259.75,0,0.010416667,88.80448992,0,Dec,Android,2,1,2,Returning_Visitor,1,1
5258,1,6,0,0,50,1306.1,0.004081633,0.012244898,5.137714286,0,May,Ubuntu,1,4,20,Returning_Visitor,no,1
5259,0,0,3,83,5,47,0,0.028571429,0,0,May,Android,2,4,1,Returning_Visitor,no,0
5260,0,0,0,0,12,190.5,0.090909091,0.109090909,0,0,Dec,Windows,1,6,1,Returning_Visitor,1,0
5261,0,0,0,0,13,266.8,0,0.015384615,0,0,Jul,Android,5,7,4,Returning_Visitor,no,0
5262,0,0,0,0,3,103,0,0.022222222,0,0,Mar,Windows,1,1,3,Returning_Visitor,1,0
5263,0,0,2,64,15,565.6666667,0,0.00625,0,0,Mar,Android,2,1,1,New_Visitor,no,0
5264,2,243,6,65,19,681.6190476,0,0.011794872,28.29538462,1,May,Android,2,1,2,Returning_Visitor,1,1
5265,0,0,4,539.5,1,0,0,0.05,0,0,Mar,iOS,2,8,8,New_Visitor,no,0
5266,0,0,0,0,2,689,0,0.1,0,0,May,Android,2,3,2,New_Visitor,no,0
5267,0,0,4,101.7,40,708.5547619,0.009302326,0.016434109,0,0,Aug,Android,2,3,13,Returning_Visitor,no,0
5268,0,0,1,18.5,12,208,0.045454545,0.081818182,0,0,Mar,Android,2,4,1,Returning_Visitor,no,0
5269,0,0,0,0,5,73,0.04,0.08,0,0.4,May,Android,2,1,3,Returning_Visitor,no,0
5270,0,0,2,73.95833333,17,864.9983333,0.025,0.0375,27.83116147,0,Sep,iOS,2,4,1,Returning_Visitor,no,1
5271,0,0,0,0,27,845.5,0,0.007407407,0,0,Mar,Ubuntu,1,1,11,Returning_Visitor,1,0
5272,1,5,4,37.25,50,1295.008333,0.000892857,0.015595238,0,0,Nov,iOS,2,4,2,Returning_Visitor,1,1
5273,0,0,4,30.75,47,1477.394841,0.004166667,0.021527778,0,0,Nov,Windows,5,1,2,Returning_Visitor,no,0
5274,0,0,1,45,13,1610.916667,0,0.007142857,0,0,Mar,Windows,1,1,3,New_Visitor,1,0
5275,0,0,0,0,25,1978.7,0.032,0.06,0,0,Aug,Android,2,1,3,Returning_Visitor,no,0
5276,1,0,8,203.6,42,1052.4,0,0.004545455,37.35725827,0,Nov,Android,2,5,2,Returning_Visitor,no,1
5277,0,0,2,78,24,424,0,0.001190476,0,0,Mar,Windows,1,3,10,New_Visitor,no,0
5278,0,0,2,50.5,70,2802.116667,0.002898551,0.017230274,0,0,Nov,Android,2,3,3,Returning_Visitor,no,0
5279,1,14.75,0,0,30,2445.066667,0.033333333,0.026888889,0,0,Dec,iOS,2,3,3,Returning_Visitor,no,0
5280,0,0,2,122,8,177.25,0,0.025,0,0,Dec,Android,2,1,3,New_Visitor,no,0
5281,0,0,4,304.6,7,137.6,0,0.0375,0,0,Aug,iOS,2,1,5,New_Visitor,no,0
5282,0,0,0,0,4,0,0.2,0.2,0,0,Nov,iOS,2,1,3,Returning_Visitor,no,0
5283,0,0,0,0,3,0,0.2,0.2,0,0,Nov,iOS,2,1,11,Returning_Visitor,no,1
5284,0,0,1,65.4,37,2097.42,0.003603604,0.010990991,0,0,Jul,Windows,1,5,2,Returning_Visitor,no,0
5285,1,0,2,248,44,815.475,0,0.023550725,0,0,May,Android,2,1,3,Returning_Visitor,no,0
5286,3,58.4,14,181.0733333,18,450.5066667,0,0.011111111,0,0,Oct,Android,2,1,3,Returning_Visitor,1,0
5287,0,0,0,0,14,354.25,0,0.015384615,124.032,0,May,Windows,1,6,5,New_Visitor,no,1
5288,1,0,3,22.27777778,6,36.90277778,0,0.086666667,0,0,Nov,Android,2,2,2,Returning_Visitor,no,0
5289,0,0,2,28,7,115.6666667,0,0.02,0,1,May,Windows,1,1,5,New_Visitor,1,0
